Metabolic Control Analysis Result:

A steady state was found. All coefficients are shown.

Unscaled elasticities
Unscaled elasticity matrix
Rows:    Reactions (reduced system)
Columns: Species (reduced system)
	P	Hout	ADP	Q	NAD	PYR	GAP	NADP	F6P	ACCOA	PEP	PGN	MAL	SUC	OAA	ACE	tkt	RU5P	G6P	AMP	ICIT	DAP	eiia	GLCx	ACEx	Pp	PGA3	ei	icd	S7P	ACO	GL6P	SUCCOA	FAD	E4P	PGA2	KDPG	ACEp	FUM	eiicb	X5P	ACP	BPG	GLCp	GLX	R5P	hprP	talC3	CIT	ATP	AKG	FDP	CAMP	NADPH	FADH2	eiiaP	tal	QH2	hpr	icdP	NADH	eiP	eiicbP	tktC2
(SDH)	-0.0038929	0.0282804	-0.000985966	-0.000179047	0.105037	1.37799e-06	0.00068387	0.00207255	0.0681627	-0.0199409	-3.58818e-05	-0.0152597	0.000830011	-0.00346558	0.00249237	0.00152244	-0.000354478	-0.00110211	-0.0224541	-5.87907e-06	0.00227946	0.00816844	-6.19048e-06	0.00924358	0.00929446	0.039454	5.04241e-05	4.3278e-05	-0.012001	0.105271	3.63053e-06	0.0272181	4.56102e-05	0.0112861	-0.0101346	0.0610145	0.0074311	0.0115797	-0.0114045	0.0164362	0.00137775	-0.0266671	-0.00956069	0.00214565	0.106126	-0.0458858	0.0468222	0.000324233	2.56071e-06	3.94394e-05	-2.90752e-06	-0.000334587	-1.82452e-05	-1.28905e-16	6.50487e-16	0.424902	0.0839311	0.0030898	0.048887	-0.147104	0.128765	1.0203e-15	-0.0335149	-9.02527e-07	-1.3553e-09	-2.43925e-06	-1.3553e-09	-1.91414e-11	1.56774e-15
(FUMA)	-0.0038929	0.0282804	-0.000985966	-0.000179047	0.105037	1.37799e-06	0.00068387	0.00207255	0.0681627	-0.0199409	-3.58818e-05	-0.0152597	0.000830011	-0.00346558	0.00249237	0.00152244	-0.000354478	-0.00110211	-0.0224541	-5.87907e-06	0.00227946	0.00816844	-6.19048e-06	0.00924358	0.00929446	0.039454	5.04241e-05	4.3278e-05	-0.012001	0.105271	3.63053e-06	0.0272181	4.56102e-05	0.0112861	-0.0101346	0.0610145	0.0074311	0.0115797	-0.0114045	0.0164362	0.00137775	-0.0266671	-0.00956069	0.00214565	0.106126	-0.0458858	0.0468222	0.000324233	2.56071e-06	3.94394e-05	-2.90752e-06	-0.000334587	-1.82452e-05	0	-6.54765e-15	0.424902	0.0839311	0.0030898	0.048887	-0.147104	0.128765	5.97035e-15	-0.0335149	-9.02527e-07	-1.3553e-09	-2.43925e-06	-1.3553e-09	-1.91414e-11	2.56063e-13
(MQO)	-0.00039416	0.0179408	-0.000444829	-8.07789e-05	0.0327625	4.29817e-07	0.000303864	0.000920894	0.0150608	0.00980803	-2.34508e-06	-0.000785401	0.000333548	-0.00132049	0.00118827	0.000657413	-0.000135746	-0.000328376	-0.00669024	-5.46335e-06	0.016858	-0.0179382	-1.48149e-06	-0.00535426	0.00204485	-0.0220074	0.000272321	0.000233727	-0.00805932	0.0363577	8.02179e-07	0.0239307	5.36609e-05	0.307255	0.622066	0.0569051	0.00693061	0.00777607	-0.0076906	0.000827414	6.93573e-05	-0.0524751	-0.0052199	0.00138174	0.0278726	-0.0297951	0.0301536	-5.15631e-05	3.96675e-07	-6.27209e-06	-1.88794e-06	-0.000217258	-1.18472e-05	-4.39388e-18	2.01832e-16	0.213968	-0.234987	0.00271662	-0.038863	-0.0553624	0.0628304	3.72805e-16	-0.0112489	-3.02922e-07	-2.29451e-10	-4.12963e-07	-2.29451e-10	-1.251e-12	1.07084e-15
(MDH)	0.00109732	0.0204708	-0.000381117	-6.92092e-05	0.0237894	3.12096e-07	0.000225343	0.000682929	0.00635449	0.0106616	1.57287e-06	0.000278341	0.000278741	-0.00107469	0.00108736	0.000574454	-0.000111033	-0.000217995	-0.00444138	-7.09193e-06	0.0190965	-0.0210968	-5.38909e-07	0.00129743	0.00119977	-0.0236772	0.000308884	0.000265109	-0.00232475	0.0326349	3.38457e-07	0.0133397	3.87664e-05	0.340235	0.694478	0.0318021	0.00387325	0.00224367	-0.00215884	-0.000235386	-1.97311e-05	-0.0569461	-0.00518649	0.00117621	0.0241769	-0.025263	0.0256762	7.1649e-05	2.72648e-07	8.71532e-06	-1.60077e-06	-0.000184211	-1.00451e-05	1.65567e-17	1.3256e-16	0.197203	-0.273649	0.00151433	-0.0464655	-0.044564	0.0623575	3.30166e-16	-0.0104145	-2.80453e-07	-1.37189e-10	-2.46912e-07	-1.37189e-10	8.39058e-13	6.39457e-16
(ACEA)	-0.0271802	-0.0831116	-0.00067923	-0.000123345	0.031614	4.14748e-07	0.00111048	0.00336545	0.087691	0.041926	-1.9617e-05	0.00468017	0.00017544	-0.000989555	-0.000582643	5.4662e-06	-9.27523e-05	-0.000880989	-0.017949	5.21724e-05	-0.00229457	0.0032926	-7.41925e-06	0.0137374	0.00441386	0.0211933	-3.12323e-05	-2.68061e-05	-0.138566	-0.0755601	4.67066e-06	0.275707	0.000438838	0.0199505	-0.017915	0.663509	0.0808103	0.133681	-0.13368	-0.00692449	-0.00058044	-0.0116514	0.0114388	-0.00158503	0.00311395	0.0351815	-0.0347019	0.00101056	7.35823e-07	0.000122923	2.22925e-06	0.000256534	1.39889e-05	-1.37098e-16	-6.89082e-16	0.096453	0.0524491	0.0312983	-0.0149887	-0.0490201	0.00110907	9.36689e-16	-0.000667011	-1.7962e-08	-2.13667e-10	-3.84555e-07	-2.13667e-10	-1.04648e-11	1.33861e-15
(ACEB)	-0.0271802	-0.0831116	-0.00067923	-0.000123345	0.031614	4.14748e-07	0.00111048	0.00336545	0.087691	0.041926	-1.9617e-05	0.00468017	0.00017544	-0.000989555	-0.000582643	5.4662e-06	-9.27523e-05	-0.000880989	-0.017949	5.21724e-05	-0.00229457	0.0032926	-7.41925e-06	0.0137374	0.00441386	0.0211933	-3.12323e-05	-2.68061e-05	-0.138566	-0.0755601	4.67066e-06	0.275707	0.000438838	0.0199505	-0.017915	0.663509	0.0808103	0.133681	-0.13368	-0.00692449	-0.00058044	-0.0116514	0.0114388	-0.00158503	0.00311395	0.0351815	-0.0347019	0.00101056	7.35823e-07	0.000122923	2.22925e-06	0.000256534	1.39889e-05	1.54284e-15	6.696e-15	0.096453	0.0524491	0.0312983	-0.0149887	-0.0490201	0.00110907	-2.99625e-15	-0.000667011	-1.7962e-08	-2.13667e-10	-3.84555e-07	-2.13667e-10	-1.04648e-11	1.67326e-15
(ACEK_1)	-3.85071e-05	0.000126417	-8.48281e-07	-1.54044e-07	0.000736769	9.66577e-09	3.47395e-06	1.05282e-05	0.000310125	0.000158969	-6.51761e-08	1.11688e-05	4.5202e-06	-1.82221e-05	1.44981e-05	8.43968e-06	-1.85964e-06	-5.37914e-06	-0.000109593	-1.97464e-07	-9.20032e-05	1.48022e-05	-9.1697e-08	5.37755e-05	2.70141e-05	0.000481166	-1.37046e-06	-1.17624e-06	-6.60134e-05	0.000554927	1.65181e-08	0.000102102	7.9303e-08	-0.00041302	0.000370881	0.000225537	2.74686e-05	0.0104904	0.989508	-1.56937e-05	-1.31551e-06	0.000384903	-8.3708e-05	8.06421e-05	-0.000836003	-0.00179809	0.00175872	-6.74267e-05	-3.05605e-08	-8.20171e-06	-1.13935e-07	-1.31112e-05	-7.14959e-07	2.25342e-17	-7.18757e-18	-0.000267912	0.000405472	1.15906e-05	-0.00025419	-0.000775057	-0.00128626	-6.76344e-16	0.000274053	7.38001e-09	3.99656e-12	7.19297e-09	3.99656e-12	-3.47687e-14	2.91719e-15
(ACEK_2)	-3.85071e-05	0.000126417	-8.48281e-07	-1.54044e-07	0.000736769	9.66578e-09	3.47395e-06	1.05282e-05	0.000310125	0.000158969	-6.51761e-08	1.11688e-05	4.5202e-06	-1.82221e-05	1.44981e-05	8.43968e-06	-1.85964e-06	-5.37914e-06	-0.000109593	-1.97464e-07	-9.20032e-05	1.48022e-05	-9.1697e-08	5.37755e-05	2.70141e-05	0.000481166	-1.37046e-06	-1.17624e-06	-6.60134e-05	0.000554927	1.65181e-08	0.000102102	7.9303e-08	-0.00041302	0.000370881	0.000225537	2.74686e-05	0.0104904	0.989508	-1.56937e-05	-1.31551e-06	0.000384903	-8.3708e-05	8.06421e-05	-0.000836003	-0.00179809	0.00175872	-6.74267e-05	-3.05605e-08	-8.20171e-06	-1.13935e-07	-1.31112e-05	-7.14959e-07	-4.31173e-20	-2.46471e-18	-0.000267912	0.000405472	1.15906e-05	-0.00025419	-0.000775057	-0.00128626	4.50883e-18	0.000274053	7.38001e-09	3.99656e-12	7.19297e-09	3.99656e-12	-3.47687e-14	1.122e-16
(EDD)	-0.059336	-0.112897	-0.012744	-0.00231426	-0.492471	-6.4608e-06	0.000278044	0.000842643	-0.0689212	0.679076	0.000295096	-0.604349	-2.77782e-05	-0.00224034	0.000925465	0.000919162	-0.000303589	0.000136033	0.00277149	4.52216e-05	-0.0165963	-0.00133144	5.80925e-06	-0.00985469	0.112579	0.0349531	-0.000263834	-0.000226443	-0.0192606	0.019334	-3.67093e-06	0.0286341	3.06438e-05	-0.0685108	0.0615208	0.0748915	0.00912122	0.0185776	-0.0189551	0.688907	0.0577471	0.117268	-0.0459803	-0.0044404	-0.207469	0.0949173	-0.0969889	-0.000817614	-1.08899e-06	-9.94538e-05	6.01436e-06	0.000692111	3.77411e-05	1.49201e-16	-1.43682e-15	0.780479	0.325095	0.00325054	-0.0148089	-0.0446695	-0.277454	-7.12757e-16	0.0700024	1.8851e-06	4.46125e-10	8.0293e-07	4.46125e-10	1.57421e-10	3.69847e-15
(EDA)	-0.059336	-0.112897	-0.012744	-0.00231426	-0.492471	-6.4608e-06	0.000278044	0.000842643	-0.0689212	0.679076	0.000295096	-0.604349	-2.77782e-05	-0.00224034	0.000925465	0.000919162	-0.000303589	0.000136033	0.00277149	4.52216e-05	-0.0165963	-0.00133144	5.80925e-06	-0.00985469	0.112579	0.0349531	-0.000263834	-0.000226443	-0.0192606	0.019334	-3.67093e-06	0.0286341	3.06438e-05	-0.0685108	0.0615208	0.0748915	0.00912122	0.0185776	-0.0189551	0.688907	0.0577471	0.117268	-0.0459803	-0.0044404	-0.207469	0.0949173	-0.0969889	-0.000817614	-1.08899e-06	-9.94538e-05	6.01436e-06	0.000692111	3.77411e-05	1.71418e-16	-1.60493e-15	0.780479	0.325095	0.00325054	-0.0148089	-0.0446695	-0.277454	-7.0205e-16	0.0700024	1.8851e-06	4.46125e-10	8.0293e-07	4.46125e-10	1.57421e-10	2.84498e-16
(NDHI)	-0.00594152	0.0180157	-0.00018413	-3.34372e-05	0.0920467	1.20757e-06	0.000405806	0.00122984	0.0338164	0.0458807	4.10594e-06	0.00661334	0.000617228	-0.00243224	0.00210885	0.00118239	-0.000248522	-0.000654151	-0.0133275	-3.0776e-06	0.00203585	0.0050304	-2.57277e-06	0.0281794	0.00262336	0.0436642	4.77365e-05	4.09713e-05	0.00293795	0.083256	1.80115e-06	-0.00344317	-3.64814e-06	0.00187672	-0.00168525	-0.0109232	-0.00133036	-0.0028331	0.00295458	-0.00769263	-0.000644828	0.573957	-0.0159057	0.000730306	0.0810258	-0.0150748	0.0159469	0.000702581	2.62156e-07	8.54612e-05	-9.552e-07	-0.000109921	-5.99404e-06	-1.10189e-17	1.5695e-16	0.494414	0.112944	-0.000390869	-0.537324	-0.103084	0.0892889	7.01875e-16	-0.0203861	-5.4898e-07	-1.04903e-11	-1.88804e-08	-1.04903e-11	2.19034e-12	4.6424e-15
(PNT)	0.135163	-0.0632141	-0.00132195	-0.00024006	-1.02153	-1.34016e-05	-0.0035159	-0.0106553	-0.161825	-1.4937	-0.000520118	-0.109923	-0.00647025	0.0245548	-0.0250234	-0.0131563	0.00252427	0.00510326	0.103972	1.17537e-05	0.0156014	-0.0484055	1.41506e-05	-0.0115669	-0.00997926	-0.301026	0.00016205	0.000139084	-0.100386	-0.886483	-8.61921e-06	0.197905	0.000330746	0.0968476	-0.0869664	0.493025	0.0600467	0.0968428	-0.0972549	0.12064	0.0101126	-0.186323	0.285916	-0.00409387	-0.300566	0.0868634	-0.0893468	-0.00137107	3.57421e-06	-0.000166775	5.50403e-06	0.000633384	3.45387e-05	3.57936e-16	-2.17908e-15	5.92928	-1.97493	0.0224661	-0.480756	1.0267	-0.302915	2.54039e-15	0.0787511	2.1207e-06	-2.24113e-09	-4.03357e-06	-2.24113e-09	-2.77461e-10	5.61733e-17
(ADK)	-0.00321821	0.00327444	-0.000568411	-0.000103221	0.0354823	4.65498e-07	0.000255781	0.000775174	0.0353797	-0.0150695	-2.0478e-05	-0.0100627	0.000310988	-0.00135643	0.000784862	0.000534125	-0.00013821	-0.00050439	-0.0102763	2.12593e-05	0.00133858	0.0204691	0.000576794	0.00784817	0.00454273	-0.658031	-0.000188767	-0.000162015	-0.00546957	0.0346656	1.88442e-06	0.00671871	1.1967e-05	0.00491364	-0.00441231	0.013662	0.00166392	0.00528034	-0.00493542	0.0108715	0.000911294	-0.0305296	-0.00266969	0.00417068	-0.114058	0.201167	0.0947882	0.629316	0.000259813	0.0765493	1.27468e-05	0.00146685	7.9988e-05	6.80537e-16	-8.37394e-16	0.398796	0.00238738	0.000762709	0.0300575	-0.0581201	0.253536	4.11919e-16	0.0362899	9.77255e-07	-2.32316e-08	-4.18119e-05	-2.32316e-08	-1.09241e-11	7.15368e-14
(ATP_SYN)	-0.00709591	0.0160953	-0.000419388	-7.6159e-05	0.0994944	1.30528e-06	0.000547587	0.00165952	0.0484359	0.0319168	-7.39491e-06	0.00138395	0.000692656	-0.00279732	0.00220779	0.0012898	-0.000285422	-0.000832705	-0.0169653	-1.75913e-06	0.00119285	0.0063147	-4.25161e-06	0.0114543	0.00463584	0.0361392	3.13538e-05	2.69103e-05	-0.00893305	0.0858654	2.57982e-06	0.0200176	3.31026e-05	0.00500497	-0.00449432	0.0450039	0.00548114	0.00861939	-0.00849622	-0.00203634	-0.000170694	0.112714	-0.0138512	0.00125075	0.0773449	-0.0265575	0.0272918	0.000391202	7.2805e-07	4.75854e-05	-1.68279e-06	-0.00019365	-1.05598e-05	5.1876e-16	1.55626e-14	0.459461	0.11086	0.0022724	-0.0805025	-0.119037	0.0905436	2.36039e-15	-0.022955	-6.18158e-07	-3.28038e-10	-5.90399e-07	-3.28038e-10	-3.94487e-12	3.52788e-14
(CYA)	-0.00321006	0.0108006	-6.86043e-05	-1.24582e-05	0.0622054	8.16081e-07	0.00029245	0.000886302	0.026009	0.0134325	-5.42665e-06	0.000963798	0.000381226	-0.00153614	0.00122496	0.000712376	-0.000156782	-0.000452342	-0.0092159	-1.68677e-05	-0.00781934	0.00121023	-8.43308e-06	0.00450757	0.00378425	0.0414948	-0.000116283	-9.98029e-05	-0.00552031	0.0468178	1.38531e-06	0.00849393	6.4462e-06	-0.0351097	0.0315275	0.0187481	0.00228338	0.00532413	-0.00547359	-0.00134529	-0.000112768	0.0325213	-0.00706696	0.00800371	-0.0690472	0.80858	0.187729	-0.00646055	-2.89696e-06	-0.000785855	5.1235e-05	0.00589594	0.000321508	1.75639e-17	-2.35106e-16	-0.0315865	0.0340964	0.000964232	-0.0215001	-0.065327	-0.109862	-2.4529e-16	0.0226454	6.09822e-07	3.65652e-10	6.58097e-07	3.65652e-10	-2.89488e-12	2.05958e-15
(DOS)	-0.00321006	0.0108006	-6.86043e-05	-1.24582e-05	0.0622054	8.16081e-07	0.00029245	0.000886302	0.026009	0.0134325	-5.42665e-06	0.000963798	0.000381226	-0.00153614	0.00122496	0.000712376	-0.000156782	-0.000452342	-0.0092159	-1.68677e-05	-0.00781934	0.00121023	-8.43308e-06	0.00450757	0.00378425	0.0414948	-0.000116283	-9.98029e-05	-0.00552031	0.0468178	1.38531e-06	0.00849393	6.4462e-06	-0.0351097	0.0315275	0.0187481	0.00228338	0.00532413	-0.00547359	-0.00134529	-0.000112768	0.0325213	-0.00706696	0.00800371	-0.0690472	0.80858	0.187729	-0.00646055	-2.89696e-06	-0.000785855	5.1235e-05	0.00589594	0.000321508	-7.90625e-18	-2.90351e-16	-0.0315865	0.0340964	0.000964232	-0.0215001	-0.065327	-0.109862	-2.49582e-16	0.0226454	6.09822e-07	3.65652e-10	6.58097e-07	3.65652e-10	-2.89488e-12	1.00233e-14
(ACK)	-0.00322597	0.000174496	-0.000777071	-0.000141113	0.0244814	3.21175e-07	0.000240983	0.000730327	0.0393388	-0.0269236	-2.67634e-05	-0.0146604	0.000282625	-0.00128518	0.000604489	0.000461575	-0.000130843	-0.00052709	-0.0107388	3.71369e-05	0.00514615	0.0285184	-3.75901e-07	0.00925368	0.00576675	-0.950196	-0.000219328	-0.000188245	-0.00543133	0.0297281	2.09529e-06	0.00593703	1.41927e-05	0.0215447	-0.0193466	0.0114366	0.00139289	0.00524559	-0.00469448	0.0159652	0.00133827	-0.0567316	-0.000857294	0.00256807	-0.133454	-0.0517851	0.0559611	0.894931	0.000312878	0.108859	-3.28132e-06	-0.000377602	-2.05908e-05	1.51524e-15	3.6515e-15	0.578009	-0.0107335	0.000673972	0.051508	-0.0552706	0.405103	-1.66853e-17	0.042182	1.13592e-06	-1.71048e-09	-3.07851e-06	-1.71048e-09	-1.42771e-11	1.42547e-14
(ACS)	-0.00322598	0.000174521	-0.000777072	-0.000141113	0.0244815	3.21177e-07	0.000240984	0.000730329	0.0393389	-0.0269236	-2.67634e-05	-0.0146604	0.000282625	-0.00128518	0.000604492	0.000461576	-0.000130844	-0.000527091	-0.0107388	3.71368e-05	0.00514613	0.0285184	-3.75919e-07	0.00925369	0.00576676	-0.950196	-0.000219329	-0.000188245	-0.00543134	0.0297282	2.09529e-06	0.00593705	1.41927e-05	0.0215446	-0.0193465	0.0114366	0.0013929	0.0052456	-0.00469449	0.0159651	0.00133827	-0.0567315	-0.00085731	0.00256809	-0.133454	-0.0517854	0.0559615	0.894931	0.000369568	0.108858	-3.28134e-06	-0.000377605	-2.0591e-05	3.41011e-14	-8.53476e-15	0.578009	-0.0107334	0.000673974	0.051508	-0.0552708	0.405103	-5.96857e-14	0.042182	1.13592e-06	-3.30901e-08	-5.95552e-05	-3.30901e-08	-1.42771e-11	5.84207e-16
(PTA)	-0.00322597	0.000174496	-0.000777071	-0.000141113	0.0244814	3.21175e-07	0.000240983	0.000730327	0.0393388	-0.0269236	-2.67634e-05	-0.0146604	0.000282625	-0.00128518	0.000604489	0.000461575	-0.000130843	-0.00052709	-0.0107388	3.71369e-05	0.00514615	0.0285184	-3.75901e-07	0.00925368	0.00576675	-0.950196	-0.000219328	-0.000188245	-0.00543133	0.0297281	2.09529e-06	0.00593703	1.41927e-05	0.0215447	-0.0193466	0.0114366	0.00139289	0.00524559	-0.00469448	0.0159652	0.00133827	-0.0567316	-0.000857294	0.00256807	-0.133454	-0.0517851	0.0559611	0.894931	0.000312878	0.108859	-3.28132e-06	-0.000377602	-2.05908e-05	-1.12811e-14	-3.20642e-14	0.578009	-0.0107335	0.000673972	0.051508	-0.0552706	0.405103	4.31035e-15	0.042182	1.13592e-06	-1.71048e-09	-3.07851e-06	-1.71048e-09	-1.42771e-11	2.4303e-14
(PTS_0)	-5.41796e-15	-1.10508e-14	-1.76956e-16	4.63383e-16	8.89312e-15	1.54099e-14	-1.48496e-15	-1.39333e-15	1.40001e-15	-2.47586e-15	2.95334e-16	2.2468e-16	-1.54584e-18	-4.82193e-16	2.74417e-16	1.21776e-16	1.40204e-16	-8.5152e-17	-5.51388e-16	1.99549e-18	-7.8144e-16	-4.44227e-15	-7.13149e-19	-2.47159e-17	-3.78315e-15	4.54111e-15	-6.05715e-16	6.01035e-16	-1.39552e-15	6.26935e-15	3.17047e-15	1.79317e-15	3.17465e-16	-1.20273e-14	1.08002e-14	5.53468e-15	1.35733e-16	1.04527e-15	-1.33186e-15	-4.24886e-16	2.90071e-17	2.93287e-15	-5.43846e-16	-6.13172e-16	6.83874e-14	5.59189e-15	-5.97324e-15	6.1124e-16	-8.37129e-16	9.71941e-18	1.5915e-15	2.28518e-15	8.44275e-16	-6.24523e-16	2.84898e-15	1	2.27495e-15	1.82929e-16	-2.41068e-15	-2.76406e-14	-3.43425e-14	3.75201e-15	2.4799e-15	6.28206e-20	1.66952e-21	2.26028e-20	-9.81314e-22	1.57548e-22	3.30846e-14
(PTS_1)	-5.19009e-15	-6.80787e-15	-3.32592e-16	-6.15206e-16	1.05196e-14	3.08473e-15	-1.04125e-15	1.00951e-15	-3.89764e-16	-2.4836e-15	-1.35917e-16	2.49171e-16	7.78955e-17	-1.76925e-16	2.59369e-16	1.42435e-16	2.41789e-17	-2.02181e-17	-4.63632e-16	2.31561e-18	-8.06726e-16	-7.52796e-16	5.9819e-19	-1.3381e-16	1.76216e-15	3.67418e-15	1.00041e-18	-1.6025e-16	-1.21648e-15	6.04175e-15	9.7544e-16	2.08906e-15	-2.62492e-16	-5.64025e-15	5.06479e-15	4.49246e-15	3.01799e-16	1.14879e-15	-1.17869e-15	-2.39647e-16	-1.41588e-16	2.75656e-15	-5.50367e-16	-1.40188e-15	7.53122e-15	5.77725e-15	-5.62245e-15	1.46517e-16	5.48131e-16	-1.53309e-17	-8.82292e-16	3.63533e-15	-7.16658e-17	-3.98576e-16	4.83512e-15	1	3.43661e-15	3.03938e-17	-2.75152e-15	-1.63395e-14	-2.11545e-14	3.32672e-15	2.509e-15	6.26203e-20	3.589e-21	2.81041e-20	-1.70348e-21	-7.25059e-23	1.33227e-15
(PTS_2)	4.4907e-15	-3.87357e-14	-4.99134e-15	7.62358e-15	6.99915e-15	6.37104e-14	-6.90625e-15	1.69992e-15	2.70787e-14	-7.95731e-16	1.41079e-15	-6.22683e-16	-3.17564e-17	2.40898e-16	7.04563e-16	1.36579e-16	-1.89132e-16	8.99087e-17	-2.4111e-16	4.89776e-18	6.72155e-16	-1.90834e-14	-1.37673e-18	-5.83448e-17	-6.76009e-17	3.67608e-15	3.16036e-16	-3.39441e-16	-7.32232e-16	5.72093e-15	1.76185e-14	2.29825e-15	-4.89048e-16	2.609e-15	-2.34281e-15	4.00134e-15	7.5431e-16	5.34176e-16	-7.86356e-16	-4.60447e-16	1.26996e-16	1.67232e-15	-5.8814e-16	-6.27726e-15	2.80902e-13	3.95281e-15	-4.64197e-15	3.35139e-15	-1.69835e-15	-2.33937e-16	1.41578e-15	1.6856e-15	4.33276e-15	3.05858e-15	-1.38541e-14	1	-2.00884e-15	2.53826e-16	-2.61009e-15	-1.43734e-13	-2.09413e-13	1.61435e-14	2.86567e-15	5.53497e-20	-6.55642e-21	1.82683e-20	6.3059e-21	7.52594e-22	1.9984e-14
(PTS_3)	-1.43382e-15	-8.6796e-14	-2.74023e-15	-2.33943e-15	2.50072e-14	1.58381e-13	-4.73117e-15	5.25743e-15	6.34831e-14	-4.82538e-15	2.1117e-15	4.15075e-16	1.21553e-16	-2.70857e-16	1.03799e-16	1.61513e-16	-2.14664e-16	3.09803e-16	-8.23443e-17	3.95028e-18	-2.27931e-15	-4.51414e-14	-3.76271e-18	-1.39194e-16	-3.33905e-15	4.49694e-15	1.86638e-16	-3.32985e-16	-9.06702e-16	6.14056e-15	4.66947e-14	3.04398e-15	-1.08993e-15	-2.73315e-15	2.4543e-15	4.20226e-15	6.75288e-16	-8.70106e-17	-6.59212e-16	-4.07574e-16	-4.98468e-17	4.35051e-15	-2.80482e-16	-1.52912e-14	7.49303e-13	4.28365e-15	-6.46332e-15	7.76922e-15	-5.35798e-15	3.67778e-16	-4.82473e-15	1.44244e-15	1.76703e-15	1.26474e-15	4.18857e-15	1	5.88865e-15	-2.9896e-16	-7.31633e-16	-3.69159e-13	-5.48496e-13	1.34311e-14	1.63623e-15	5.30048e-20	-1.02379e-20	1.55351e-20	1.15859e-20	1.1265e-21	4.44089e-16
(PTS_4)	-1.53205e-16	1.01851e-14	3.59754e-16	2.95456e-16	-1.84352e-15	-2.00434e-14	6.21911e-16	-6.54589e-16	-8.27273e-15	3.67226e-16	-2.56502e-16	-1.72232e-17	-6.88292e-18	1.65779e-18	2.66686e-17	-1.02068e-18	2.33415e-17	-4.1664e-17	-4.4552e-17	-1.3257e-19	1.67005e-16	5.75373e-15	4.97931e-19	2.41832e-18	4.15582e-16	-3.95053e-17	-2.43867e-17	4.09738e-17	-5.5447e-17	7.04917e-17	-5.908e-15	-1.3653e-16	1.43027e-16	-1.62215e-16	1.45665e-16	1.02974e-16	-4.17119e-18	1.80084e-16	-8.76217e-17	6.40776e-18	3.34477e-18	-1.31005e-16	-4.02168e-17	1.90672e-15	-9.58657e-14	2.67309e-16	-8.03193e-19	-9.78138e-16	6.70348e-16	-4.50314e-17	6.12849e-16	-1.74435e-16	-2.2031e-16	-1.14378e-16	-3.00512e-16	1	-3.86643e-16	6.45652e-17	-2.44058e-16	4.54213e-14	6.79601e-14	6.42736e-17	1.35473e-16	2.58175e-21	1.25788e-21	1.88227e-21	-1.46888e-21	-1.36833e-22	2.22045e-16
(_GLC_FEED)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(CYTBO)	-0.00725765	0.015254	-0.000473409	-8.5969e-05	0.0994361	1.30452e-06	0.000574095	0.00173986	0.0513339	0.0275451	-1.03046e-05	-3.6438e-05	0.000698526	-0.00283712	0.00218885	0.00129194	-0.00028939	-0.000863154	-0.0175857	-1.37208e-06	0.000943984	0.00652705	-4.6113e-06	0.00676728	0.00507646	0.033395	2.63497e-05	2.26154e-05	-0.0119097	0.0847988	2.73418e-06	0.025852	4.22062e-05	0.00573501	-0.00514988	0.058968	0.00718186	0.0114911	-0.01137	-0.000488931	-4.09843e-05	-0.0123754	-0.0130203	0.00136364	0.0747787	-0.0290693	0.0297519	0.000300265	8.68005e-07	3.65239e-05	-1.84196e-06	-0.000211966	-1.15586e-05	-1.10189e-17	-2.09221e-17	0.461244	0.108031	0.00293472	0.0427493	-0.120842	0.0890205	9.06338e-16	-0.023168	-6.23894e-07	-4.22932e-10	-7.61188e-07	-4.22932e-10	-5.49708e-12	2.88842e-15
(SQR)	-0.0038929	0.0282804	-0.000985966	-0.000179047	0.105037	1.37799e-06	0.00068387	0.00207255	0.0681627	-0.0199409	-3.58818e-05	-0.0152597	0.000830011	-0.00346558	0.00249237	0.00152244	-0.000354478	-0.00110211	-0.0224541	-5.87907e-06	0.00227946	0.00816844	-6.19048e-06	0.00924358	0.00929446	0.039454	5.04241e-05	4.3278e-05	-0.012001	0.105271	3.63053e-06	0.0272181	4.56102e-05	0.0112861	-0.0101346	0.0610145	0.0074311	0.0115797	-0.0114045	0.0164362	0.00137775	-0.0266671	-0.00956069	0.00214565	0.106126	-0.0458858	0.0468222	0.000324233	2.56071e-06	3.94394e-05	-2.90752e-06	-0.000334587	-1.82452e-05	-2.17026e-16	4.78425e-16	0.424902	0.0839311	0.0030898	0.048887	-0.147104	0.128765	1.41309e-15	-0.0335149	-9.02527e-07	-1.3553e-09	-2.43925e-06	-1.3553e-09	-1.91414e-11	3.13547e-15
